Unnamed: 0,FirstObjectDistance_X,FirstObjectDistance_Y,SecondObjectDistance_X,SecondObjectDistance_Y,ThirdObjectDistance_X,ThirdObjectDistance_Y,FourthObjectDistance_X,FourthObjectDistance_Y,VehicleSpeed,FirstObjectSpeed_X,FirstObjectSpeed_Y,SecondObjectSpeed_X,SecondObjectSpeed_Y,ThirdObjectSpeed_X,ThirdObjectSpeed_Y,FourthObjectSpeed_X,FourthObjectSpeed_Y,YawRate,Timestamp
0,64.1484375,11.28125,42.6171875,-9.0078125,24.2421875,-9.6640625,93.9375,13.3984375,0.0,-0.0078125,0.0,0.015625,0.00390625,0.00390625,0.02734375,0.02734375,0.0,0.0,33.241503657
1,64.125,11.2734375,42.6171875,-9.0078125,24.234375,-9.6640625,0.0,0.0,0.0,-0.015625,0.0,-0.0078125,0.01171875,0.0,0.0234375,0.0,0.0,0.0,33.335959518
2,64.1484375,11.28125,42.6015625,-9.0625,24.25,-9.625,0.0,0.0,0.0,-0.01171875,0.0,-0.00390625,-0.03515625,0.01953125,0.03125,0.0,0.0,0.0,33.429725329
3,64.1328125,11.2890625,42.59375,-9.109375,24.25,-9.625,0.0,0.0,0.0,-0.015625,0.0,0.0,-0.0546875,0.01171875,0.046875,0.0,0.0,0.0,33.522769212
4,64.1328125,11.2890625,42.59375,-9.1171875,24.265625,-9.5703125,0.0,0.0,0.0,0.0,0.00390625,0.0,-0.04296875,0.03125,0.0625,0.0,0.0,0.0,33.618715486
5,64.125,11.296875,42.6015625,-9.1328125,24.2265625,-9.609375,0.0,0.0,0.0,0.01171875,0.00390625,0.00390625,-0.03125,0.0,-0.01171875,0.0,0.0,0.0,33.715473678
6,64.1171875,11.28125,42.59375,-9.1640625,24.1875,-9.6171875,64.9375,1.171875,0.0,0.00390625,0.00390625,-0.01953125,-0.03125,-0.0078125,-0.0703125,-0.98046875,0.00390625,0.0,33.812754816
7,64.125,11.2734375,42.59375,-9.140625,24.1484375,-9.640625,64.796875,1.1328125,0.0,0.02734375,0.0,-0.0234375,0.0,-0.03125,-0.07421875,-0.90234375,-0.015625,0.0,33.911778778
8,64.125,11.296875,42.59375,-9.1171875,24.1015625,-9.65625,0.0,0.0,0.0,0.015625,0.00390625,-0.02734375,0.015625,-0.046875,-0.11328125,0.0,0.0,0.0,34.008659958
9,64.1015625,11.2890625,42.59375,-9.1171875,24.046875,-9.6953125,0.0,0.0,0.0,0.01171875,0.0,0.0,-0.0078125,-0.06640625,-0.12890625,0.0,0.0,0.0,34.10609708
10,64.0859375,11.28125,42.59375,-9.1015625,24.0078125,-9.703125,46.0703125,-11.5859375,0.0,-0.0078125,0.0,0.015625,-0.00390625,-0.0703125,-0.15234375,-0.0078125,0.02734375,0.0,34.202809277
11,64.078125,11.296875,42.578125,-9.1640625,23.9609375,-9.6953125,46.046875,-11.5390625,0.0,0.0078125,0.00390625,0.0,-0.03125,-0.06640625,-0.1328125,0.00390625,0.01953125,0.0,34.300034421
12,64.0546875,11.265625,42.5859375,-9.1640625,23.921875,-9.6875,46.0390625,-11.578125,0.0,0.00390625,0.0,0.00390625,-0.0234375,-0.07421875,-0.12890625,0.0234375,-0.01171875,0.0,34.395294765
13,64.078125,11.2890625,42.59375,-9.140625,23.8671875,-9.71875,46.03125,-11.578125,0.0,-0.01171875,0.00390625,0.0078125,0.00390625,-0.078125,-0.1484375,-0.0078125,0.02734375,0.0,34.494988525
14,64.1015625,11.2734375,42.5859375,-9.2109375,23.828125,-9.6796875,45.96875,-11.53125,0.0,0.00390625,0.0,0.01171875,-0.0390625,-0.0625,-0.13671875,-0.0078125,0.01171875,0.0,34.590441679
15,64.09375,11.28125,42.59375,-9.1484375,23.7734375,-9.703125,45.9609375,-11.390625,0.0,0.0,0.0,0.01171875,0.0234375,-0.07421875,-0.11328125,-0.015625,0.07421875,0.0,34.687057968
16,64.09375,11.3125,42.5859375,-9.1796875,23.7265625,-9.6875,45.9609375,-11.453125,0.0,0.0,0.00390625,0.0,0.00390625,-0.06640625,-0.109375,0.015625,0.015625,0.0,34.784015298
17,64.0859375,11.28125,42.5859375,-9.171875,23.6953125,-9.6484375,45.9296875,-11.4921875,0.0,-0.01171875,0.0,0.0,0.00390625,-0.05078125,-0.08984375,0.0,-0.0078125,0.0,34.881995747
18,64.09375,11.2890625,42.6015625,-9.1015625,23.65625,-9.609375,45.9453125,-11.453125,0.0,-0.0078125,0.0,-0.0234375,0.06640625,-0.03125,-0.0625,-0.01171875,0.03515625,0.0,34.979477138
19,64.1015625,11.28125,42.6015625,-9.078125,23.625,-9.5703125,45.9453125,-11.4765625,0.0,0.01171875,0.0,-0.0078125,0.0546875,-0.03125,-0.0546875,0.0,0.01171875,0.0,35.076911523
20,64.1015625,11.265625,42.6015625,-9.03125,23.65625,-9.5390625,45.9453125,-11.4609375,0.0,0.00390625,0.0,0.0,0.046875,0.015625,0.01953125,-0.01171875,0.0234375,0.0,35.173999868
21,64.078125,11.2578125,42.625,-9.015625,23.6875,-9.5078125,45.9453125,-11.453125,0.0,0.0,-0.00390625,-0.01953125,0.0625,0.0390625,0.06640625,0.01171875,0.01171875,0.0,35.269583037
22,64.0859375,11.2578125,42.609375,-9.0546875,23.6484375,-9.484375,45.9609375,-11.46875,0.0,0.0078125,0.0,0.01953125,-0.0234375,0.015625,0.06640625,-0.07421875,0.07421875,0.0,35.366917411
23,64.1171875,11.265625,42.6328125,-9.0234375,23.671875,-9.453125,45.984375,-11.3828125,0.0,0.0390625,0.0,0.0625,-0.01171875,0.0390625,0.08203125,0.0078125,0.05859375,0.0,35.464399647
24,64.125,11.2734375,42.6171875,-9.109375,23.703125,-9.40625,45.9375,-11.375,0.0,0.046875,0.00390625,0.0078125,-0.0234375,0.0625,0.10546875,0.02734375,-0.0078125,0.0,35.562790682
25,64.125,11.2890625,42.578125,-9.2109375,23.7265625,-9.40625,45.9140625,-11.390625,0.0,-0.01953125,0.0,0.05859375,-0.109375,0.05859375,0.125,-0.00390625,-0.0078125,0.0,35.661783784
26,64.1328125,11.2734375,42.5859375,-9.1796875,23.6796875,-9.40625,45.9296875,-11.375,0.0,-0.0078125,0.0,0.02734375,-0.01171875,0.03515625,0.04296875,-0.015625,0.0234375,0.0,35.760335837
27,64.1328125,11.265625,42.5859375,-9.234375,23.6328125,-9.40625,45.9375,-11.3828125,0.0,0.0,0.0,0.01953125,-0.03515625,0.015625,0.015625,-0.01171875,0.015625,0.0,35.857453729
28,64.140625,11.2734375,42.609375,-9.203125,23.59375,-9.40625,45.953125,-11.359375,0.0,0.01953125,0.0,0.02734375,0.0,0.01171875,-0.05078125,0.00390625,0.01953125,0.0,35.954692634
29,64.1328125,11.2734375,42.5625,-9.2890625,0.0,0.0,45.96875,-11.3046875,0.0,0.00390625,0.0,-0.01171875,-0.04296875,0.0,0.0,0.01171875,0.03515625,0.0,36.05111644900001
30,64.1171875,11.2578125,42.515625,-9.3515625,0.0,0.0,45.9296875,-11.296875,0.0,0.0,-0.00390625,-0.0546875,-0.05078125,0.0,0.0,0.01171875,0.0,0.0,36.147725283
31,64.1171875,11.2578125,42.515625,-9.453125,0.0,0.0,45.9296875,-11.3203125,0.0,0.0,0.0,-0.0390625,-0.09375,0.0,0.0,0.0,0.0,0.0,36.244994192
32,64.1171875,11.2578125,42.5390625,-9.4609375,0.0,0.0,45.9296875,-11.3671875,0.0,0.0,0.0,0.03515625,-0.09375,0.0,0.0,0.01171875,-0.02734375,0.0,36.342477125
33,64.1171875,11.25,42.5625,-9.375,36.3359375,-9.4921875,45.9296875,-11.4453125,0.0,0.00390625,0.0,0.0078125,0.0,-0.015625,-0.02734375,-0.015625,-0.0390625,0.0,36.440780084
34,64.2109375,11.40625,42.5859375,-9.3125,36.328125,-9.515625,45.90625,-11.4609375,0.0,-0.01171875,0.00390625,-0.00390625,0.046875,-0.01171875,-0.04296875,-0.03515625,-0.02734375,0.0,36.539559459
35,64.1796875,11.3203125,42.6171875,-9.1953125,36.328125,-9.515625,45.8984375,-11.5390625,0.0,0.00390625,-0.0078125,0.03515625,0.08203125,-0.00390625,-0.03125,-0.0390625,-0.05078125,0.0,36.637875786
36,64.1875,11.2890625,42.6328125,-9.171875,36.328125,-9.5703125,45.8984375,-11.5625,0.0,0.015625,-0.01171875,0.01171875,0.08203125,0.00390625,-0.06640625,-0.03125,-0.046875,0.0,36.73644914
37,64.1875,11.2734375,42.640625,-9.171875,36.3203125,-9.578125,45.84375,-11.578125,0.0,0.01171875,-0.01171875,-0.0078125,0.0703125,0.00390625,-0.0546875,-0.05078125,-0.05859375,0.0,36.834025389
38,64.1875,11.28125,42.625,-9.234375,36.34375,-9.46875,45.84375,-11.6484375,0.0,0.0,-0.00390625,0.0625,-0.05859375,0.01171875,0.046875,-0.04296875,-0.05859375,0.0,36.932928777
39,64.1875,11.28125,42.578125,-9.296875,36.3515625,-9.4296875,45.84375,-11.6796875,0.0,0.0234375,-0.00390625,-0.02734375,-0.04296875,0.0234375,0.046875,-0.02734375,-0.05859375,0.0,37.02924889400001
40,64.1875,11.2890625,42.5625,-9.34375,36.375,-9.3359375,45.8671875,-11.578125,0.0,0.01953125,0.0,-0.03125,-0.0546875,0.03125,0.0859375,-0.01171875,0.0078125,0.0,37.125334987
41,64.171875,11.296875,42.5078125,-9.4453125,36.375,-9.3125,45.8671875,-11.3359375,0.0,0.01171875,0.00390625,-0.0234375,-0.11328125,0.03125,0.07421875,0.01953125,0.0703125,0.0,37.222719216
42,64.171875,11.3046875,42.4765625,-9.5,36.3828125,-9.265625,45.890625,-11.2890625,0.0,0.015625,0.00390625,0.0234375,-0.14453125,0.02734375,0.08203125,0.01953125,0.08203125,0.0,37.318606287
43,64.1640625,11.3046875,0.0,0.0,36.3828125,-9.2890625,45.890625,-11.34375,0.0,0.015625,0.00390625,0.0,0.0,0.01953125,0.03125,0.015625,0.02734375,0.0,37.416439564
44,64.1640625,11.296875,0.0,0.0,36.375,-9.3359375,45.8671875,-11.203125,0.0,0.00390625,0.0,0.0,0.0,0.0,0.0078125,0.02734375,0.0546875,0.0,37.513119381
45,64.1640625,11.28125,0.0,0.0,36.3671875,-9.3671875,45.859375,-11.0546875,0.0,-0.01171875,-0.00390625,0.0,0.0,-0.03125,0.00390625,0.0546875,0.0703125,0.0,37.611235485
46,64.1640625,11.2734375,45.046875,-10.484375,36.375,-9.3125,45.8515625,-10.9609375,0.0,-0.00390625,-0.00390625,0.0546875,0.11328125,0.00390625,0.015625,0.046875,0.0859375,0.0,37.709540611
47,64.1640625,11.2890625,45.0390625,-10.515625,36.3671875,-9.3671875,0.0,0.0,0.0,0.0,0.00390625,0.03125,0.05859375,-0.01171875,-0.015625,0.0,0.0,0.0,37.807816733
48,64.15625,11.28125,45.078125,-10.4140625,36.375,-9.328125,0.0,0.0,0.0,-0.0078125,0.0,0.00390625,0.1171875,0.00390625,0.0,0.0,0.0,0.0,37.904384663
49,64.15625,11.2890625,45.0703125,-10.4140625,36.3828125,-9.234375,0.0,0.0,0.0,-0.0078125,0.0,0.015625,0.0390625,0.01171875,0.046875,0.0,0.0,0.0,38.001783686
50,64.1484375,11.2890625,45.109375,-10.2734375,36.3828125,-9.234375,42.53125,-9.3125,0.0,0.0078125,0.00390625,0.02734375,0.09375,0.015625,0.03125,0.03125,-0.0234375,0.0,38.10014981800001
51,64.125,11.265625,45.140625,-10.2265625,36.375,-9.2578125,42.5234375,-9.3359375,0.0,0.00390625,0.0,0.01171875,0.09375,0.0,0.0078125,-0.0234375,0.01171875,0.0,38.198735976
52,64.1328125,11.265625,45.109375,-10.3359375,0.0,0.0,0.0,0.0,0.0,0.01953125,0.0,0.0234375,0.0,0.0,0.0,0.0,0.0,0.0,38.29560994000001
53,64.1171875,11.25,45.0625,-10.4140625,42.5234375,-9.2734375,0.0,0.0,0.0,-0.0078125,-0.00390625,-0.015625,-0.03515625,-0.01171875,0.0234375,0.0,0.0,0.0,38.39256191200001
54,64.0859375,11.25,45.0390625,-10.5,42.5625,-9.1796875,0.0,0.0,0.0,-0.01171875,0.0,-0.02734375,-0.06640625,0.02734375,0.0546875,0.0,0.0,0.0,38.489976179
55,64.1171875,11.265625,45.0234375,-10.5078125,42.546875,-9.2265625,0.0,0.0,0.0,0.015625,0.0,0.0,-0.0703125,0.015625,0.0078125,0.0,0.0,0.0,38.589193115
56,64.125,11.2890625,45.0,-10.5859375,0.0,0.0,0.0,0.0,0.0,-0.01171875,0.0,-0.03125,-0.078125,0.0,0.0,0.0,0.0,0.0,38.685676777
57,64.125,11.28125,44.96875,-10.6953125,0.0,0.0,0.0,0.0,0.0,-0.0078125,0.0,-0.05859375,-0.08203125,0.0,0.0,0.0,0.0,0.0,38.783095533
58,64.125,11.296875,44.9375,-10.7578125,0.0,0.0,0.0,0.0,0.0,0.0078125,0.00390625,-0.05078125,-0.09765625,0.0,0.0,0.0,0.0,0.0,38.879961233
59,64.1171875,11.28125,44.9765625,-10.71875,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,-0.015625,-0.046875,0.0,0.0,0.0,0.0,0.0,38.978800131
60,64.1015625,11.2578125,44.9375,-10.8515625,0.0,0.0,0.0,0.0,0.0,0.01171875,-0.00390625,-0.0625,-0.0703125,0.0,0.0,0.0,0.0,0.0,39.077161982
61,64.1015625,11.2734375,44.9140625,-10.90625,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,-0.0390625,-0.09375,0.0,0.0,0.0,0.0,0.0,39.17690497
62,64.0703125,11.265625,44.890625,-10.9921875,0.0,0.0,0.0,0.0,0.0,0.00390625,0.0,-0.0234375,-0.12109375,0.0,0.0,0.0,0.0,0.0,39.27224251800001
63,64.09375,11.2734375,44.8828125,-10.9609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09375,0.0,0.0,0.0,0.0,0.0,39.368042112
64,64.09375,11.2890625,44.8671875,-10.9609375,0.0,0.0,0.0,0.0,0.0,-0.00390625,0.00390625,-0.03125,-0.0234375,0.0,0.0,0.0,0.0,0.0,39.465775528
65,64.1015625,11.2578125,44.859375,-10.9921875,0.0,0.0,0.0,0.0,0.0,0.0078125,-0.00390625,0.01953125,-0.05859375,0.0,0.0,0.0,0.0,0.0,39.56269101500001
66,64.09375,11.25,44.859375,-10.921875,0.0,0.0,0.0,0.0,0.0,0.0078125,-0.00390625,0.0078125,0.00390625,0.0,0.0,0.0,0.0,0.0,39.659786524
67,64.0859375,11.2578125,44.84375,-10.921875,0.0,0.0,0.0,0.0,0.0,0.0234375,0.0,0.0,0.00390625,0.0,0.0,0.0,0.0,0.0,39.75720407
68,64.0859375,11.2578125,44.8203125,-10.96875,0.0,0.0,0.0,0.0,0.0,-0.01171875,0.0,-0.02734375,0.0,0.0,0.0,0.0,0.0,0.0,39.854470599
69,64.09375,11.25,44.8046875,-11.015625,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,-0.0078125,-0.03515625,0.0,0.0,0.0,0.0,0.0,39.94922883
70,64.09375,11.265625,44.8125,-10.8515625,0.0,0.0,0.0,0.0,0.0,0.00390625,0.00390625,0.01953125,0.01953125,0.0,0.0,0.0,0.0,0.0,40.046571368
71,64.1015625,11.2578125,44.78125,-10.7109375,0.0,0.0,0.0,0.0,0.0,0.00390625,0.0,0.01953125,0.04296875,0.0,0.0,0.0,0.0,0.0,40.143702881
72,64.078125,11.2421875,44.765625,-10.71875,0.0,0.0,0.0,0.0,0.0,-0.00390625,0.0,0.0078125,0.03125,0.0,0.0,0.0,0.0,0.0,40.24026832600001
73,64.0546875,11.25,44.7578125,-10.7421875,0.0,0.0,0.0,0.0,0.0,-0.00390625,0.0,0.0390625,-0.00390625,0.0,0.0,0.0,0.0,0.0,40.33761086400001
74,64.03125,11.25,44.7421875,-10.7890625,0.0,0.0,0.0,0.0,0.0,-0.0078125,0.00390625,0.0546875,-0.03515625,0.0,0.0,0.0,0.0,0.0,40.43427430600001
75,64.015625,11.25,44.7578125,-10.53125,0.0,0.0,0.0,0.0,0.0,-0.01953125,0.00390625,0.0546875,0.0625,0.0,0.0,0.0,0.0,0.0,40.529901112
76,64.015625,11.2421875,44.7578125,-10.453125,0.0,0.0,0.0,0.0,0.0,0.0234375,0.00390625,0.0,0.1015625,0.0,0.0,0.0,0.0,0.0,40.627621154
77,64.0234375,11.2578125,44.765625,-10.3828125,0.0,0.0,0.0,0.0,0.0,0.0078125,0.00390625,0.015625,0.08203125,0.0,0.0,0.0,0.0,0.0,40.72474813
78,64.03125,11.25,44.8125,-10.09375,0.0,0.0,0.0,0.0,0.0,-0.0078125,0.0,0.05859375,0.1484375,0.0,0.0,0.0,0.0,0.0,40.82077098000001
79,64.0,11.234375,44.8203125,-10.125,0.0,0.0,0.0,0.0,0.0,-0.01171875,0.0,0.04296875,0.08984375,0.0,0.0,0.0,0.0,0.0,40.917757939
80,64.0078125,11.234375,44.8125,-10.1171875,0.0,0.0,0.0,0.0,0.0,0.015625,0.0,0.05859375,0.05859375,0.0,0.0,0.0,0.0,0.0,41.014000815
81,64.0078125,11.2265625,44.7734375,-10.0625,0.0,0.0,0.0,0.0,0.0,0.0,-0.00390625,0.01953125,0.0546875,0.0,0.0,0.0,0.0,0.0,41.11128580800001
82,64.0234375,11.2578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.208530797
83,64.0234375,11.2578125,65.0,-0.375,0.0,0.0,0.0,0.0,0.0,0.01171875,0.00390625,0.33984375,0.08984375,0.0,0.0,0.0,0.0,0.0,41.306054817
84,63.9921875,11.25,65.0234375,-0.3671875,0.0,0.0,0.0,0.0,0.0,0.0078125,0.00390625,0.34375,0.0703125,0.0,0.0,0.0,0.0,0.0,41.403169791
85,63.9921875,11.25,65.0703125,-0.359375,0.0,0.0,0.0,0.0,0.0,0.01171875,0.0,0.34375,0.0390625,0.0,0.0,0.0,0.0,0.0,41.500695014
86,63.9921875,11.25,65.1015625,-0.359375,0.0,0.0,0.0,0.0,0.0,0.015625,0.0,0.34765625,0.02734375,0.0,0.0,0.0,0.0,0.0,41.597600252
87,64.0078125,11.2578125,65.4296875,-0.3203125,0.0,0.0,0.0,0.0,0.0,-0.015625,0.0,0.3984375,0.02734375,0.0,0.0,0.0,0.0,0.0,41.69664373800001
88,64.0078125,11.2578125,65.4609375,-0.3203125,0.0,0.0,0.0,0.0,0.0,-0.01171875,0.0,0.3984375,0.01953125,0.0,0.0,0.0,0.0,0.0,41.79297791
89,64.0078125,11.265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.89030719700001
90,64.0,11.265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0234375,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.98650535300001
91,63.9765625,11.2421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.083941652
92,64.0,11.25,80.4765625,-11.3515625,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.03125,0.01171875,0.0,0.0,0.0,0.0,0.0,42.181794
93,63.9765625,11.234375,80.484375,-11.40625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01953125,-0.00390625,0.0,0.0,0.0,0.0,0.0,42.279030276
94,63.96875,11.2421875,80.5078125,-11.2421875,0.0,0.0,0.0,0.0,0.0,-0.01171875,0.0,-0.0078125,0.03515625,0.0,0.0,0.0,0.0,0.0,42.3749504
95,63.9453125,11.2265625,80.1484375,-11.3984375,0.0,0.0,0.0,0.0,0.0,-0.01953125,-0.00390625,0.01171875,-0.03515625,0.0,0.0,0.0,0.0,0.0,42.472264594
96,63.9453125,11.21875,80.203125,-11.46875,0.0,0.0,0.0,0.0,0.0,-0.0234375,-0.00390625,0.05859375,-0.046875,0.0,0.0,0.0,0.0,0.0,42.569163684
97,63.96875,11.2265625,80.2265625,-11.609375,0.0,0.0,0.0,0.0,0.0,-0.01953125,-0.00390625,-0.02734375,-0.03515625,0.0,0.0,0.0,0.0,0.0,42.664256792
98,63.9765625,11.2421875,80.0078125,-11.6015625,0.0,0.0,0.0,0.0,0.0,0.0,0.00390625,-0.01953125,-0.0546875,0.0,0.0,0.0,0.0,0.0,42.760375889
99,63.9921875,11.2421875,80.03125,-11.6796875,0.0,0.0,0.0,0.0,0.0,0.0234375,0.00390625,-0.0234375,-0.05078125,0.0,0.0,0.0,0.0,0.0,42.855660995
100,64.0,11.2578125,79.859375,-11.7578125,0.0,0.0,0.0,0.0,0.0,0.0078125,0.00390625,0.01953125,-0.08984375,0.0,0.0,0.0,0.0,0.0,42.951374096
101,64.0,11.25,79.9140625,-11.7734375,0.0,0.0,0.0,0.0,0.0,0.00390625,0.0,0.01953125,-0.05078125,0.0,0.0,0.0,0.0,0.0,43.04798918900001
102,63.9765625,11.2421875,79.9765625,-11.734375,0.0,0.0,0.0,0.0,0.0,-0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.144148286
103,63.9765625,11.234375,79.8046875,-11.734375,0.0,0.0,0.0,0.0,0.0,-0.0078125,0.0,0.01171875,-0.02734375,0.0,0.0,0.0,0.0,0.0,43.239939387
104,63.9765625,11.2265625,79.8671875,-11.75,0.0,0.0,0.0,0.0,0.0,-0.0078125,0.0,-0.00390625,0.00390625,0.0,0.0,0.0,0.0,0.0,43.33654648
105,63.9765625,11.2265625,79.921875,-11.7421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05078125,0.0,0.0,0.0,0.0,0.0,0.0,43.433669765
106,63.96875,11.234375,79.9609375,-11.8125,0.0,0.0,0.0,0.0,0.0,0.03515625,0.00390625,0.05859375,-0.00390625,0.0,0.0,0.0,0.0,0.0,43.530728997
107,63.9375,11.234375,79.7578125,-11.8046875,0.0,0.0,0.0,0.0,0.0,0.03125,0.00390625,-0.03125,-0.01953125,0.0,0.0,0.0,0.0,0.0,43.628251268
108,63.96875,11.25,79.59375,-11.8203125,0.0,0.0,0.0,0.0,0.0,0.0,0.00390625,0.0078125,-0.05078125,0.0,0.0,0.0,0.0,0.0,43.724964471
109,63.96875,11.234375,79.671875,-11.875,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,-0.0078125,-0.01171875,0.0,0.0,0.0,0.0,0.0,43.82206470600001
110,63.984375,11.234375,79.75,-11.9609375,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.03125,-0.0234375,0.0,0.0,0.0,0.0,0.0,43.919527972
111,64.0,11.234375,79.8203125,-11.9453125,0.0,0.0,0.0,0.0,0.0,0.00390625,0.0,0.0,0.01953125,0.0,0.0,0.0,0.0,0.0,44.017508282
112,64.0,11.2421875,79.671875,-11.875,0.0,0.0,0.0,0.0,0.0,-0.0078125,0.0,-0.0546875,0.015625,0.0,0.0,0.0,0.0,0.0,44.11489154100001
113,63.96875,11.2265625,79.7421875,-11.96875,0.0,0.0,0.0,0.0,0.0,-0.015625,0.0,-0.02734375,-0.0078125,0.0,0.0,0.0,0.0,0.0,44.213360893
114,63.9609375,11.234375,79.8125,-11.9609375,0.0,0.0,0.0,0.0,0.0,-0.01953125,0.0,0.0,0.00390625,0.0,0.0,0.0,0.0,0.0,44.310002089
115,63.9609375,11.234375,79.8828125,-11.9921875,0.0,0.0,0.0,0.0,0.0,-0.0234375,0.0,0.03515625,-0.00390625,0.0,0.0,0.0,0.0,0.0,44.406758295
116,63.96875,11.234375,79.9296875,-11.9375,0.0,0.0,0.0,0.0,0.0,-0.0078125,0.00390625,0.03125,0.01953125,0.0,0.0,0.0,0.0,0.0,44.50369618600001
117,63.9765625,11.2421875,79.7734375,-11.859375,0.0,0.0,0.0,0.0,0.0,0.00390625,0.0,-0.0390625,0.01953125,0.0,0.0,0.0,0.0,0.0,44.60215108200001
118,63.9921875,11.2578125,79.8671875,-11.84375,0.0,0.0,0.0,0.0,0.0,0.01171875,0.00390625,0.0859375,0.0078125,0.0,0.0,0.0,0.0,0.0,44.699581895
119,63.9921875,11.25,79.9296875,-11.84375,0.0,0.0,0.0,0.0,0.0,-0.015625,0.0,0.01171875,0.046875,0.0,0.0,0.0,0.0,0.0,44.796393659
120,64.0,11.25,79.8828125,-11.65625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01171875,0.07421875,0.0,0.0,0.0,0.0,0.0,44.89329643
